"Title","Artist","Album","YouTubeMusicUrl","AlbumArtUrl"
"Geronimo (Jost & Damien Radio Mix)","Aura Dione","The Dome, Vol. 60","https://music.youtube.com/search?q=Aura%20Dione%20Geronimo%20%28Jost%20%26%20Damien%20Radio%20Mix%29","https://cdn-images.dzcdn.net/images/cover/340ca7b8a481a221a4b39e19c622ffc4/1000x1000-000000-80-0-0.jpg"
"Send It (feat. Rich Homie Quan)","Austin Mahone/Rich Homie Quan","Send It (feat. Rich Homie Quan)","https://music.youtube.com/search?q=Austin%20Mahone%2FRich%20Homie%20Quan%20Send%20It%20%28feat.%20Rich%20Homie%20Quan%29","https://cdn-images.dzcdn.net/images/cover/389da1dfb8abee8c48b4229ded3da788/1000x1000-000000-80-0-0.jpg"
"Turn Up The Radio","Autograph","Rock Gödz","https://music.youtube.com/search?q=Autograph%20Turn%20Up%20The%20Radio","https://cdn-images.dzcdn.net/images/cover/6dfa39a5bf9f8a3eb5422f60d09719c0/1000x1000-000000-80-0-0.jpg"
"Freaking Me Out","Ava Max","Heaven & Hell (Unofficial Complete Release)","https://music.youtube.com/search?q=Ava%20Max%20Freaking%20Me%20Out","https://cdn-images.dzcdn.net/images/cover/9e27e7a70d70c073e217eccd8a039782/1000x1000-000000-80-0-0.jpg"
"Naked","Ava Max","Heaven & Hell","https://music.youtube.com/search?q=Ava%20Max%20Naked","https://cdn-images.dzcdn.net/images/cover/0eca025ac1206d710f91c32e49d6e8a8/1000x1000-000000-80-0-0.jpg"
"Sweet but Psycho","Ava Max","Sweet but Psycho","https://music.youtube.com/search?q=Ava%20Max%20Sweet%20but%20Psycho","https://cdn-images.dzcdn.net/images/cover/27b9039fed11398a5a3034129656f8fa/1000x1000-000000-80-0-0.jpg"
"Hey Brother / You Make Me / I Could Be the One","Avicii","New Year’s Eve Mix","https://music.youtube.com/search?q=Avicii%20Hey%20Brother%20%2F%20You%20Make%20Me%20%2F%20I%20Could%20Be%20the%20One",""
"Levels (Skrillex Remix)","Avicii","Ministry of Sound: Addicted to Bass","https://music.youtube.com/search?q=Avicii%20Levels%20%28Skrillex%20Remix%29","https://cdn-images.dzcdn.net/images/cover/261a76e0344b83f64b19433e3ef9976b/1000x1000-000000-80-0-0.jpg"
"SOS (feat. Aloe Blacc)","Avicii","TIM","https://music.youtube.com/search?q=Avicii%20SOS%20%28feat.%20Aloe%20Blacc%29","https://cdn-images.dzcdn.net/images/cover/4587f72f5f04f20b033140d578f3758f/1000x1000-000000-80-0-0.jpg"
"Wake Me Up","Avicii","True","https://music.youtube.com/search?q=Avicii%20Wake%20Me%20Up","https://cdn-images.dzcdn.net/images/cover/ec97306735b46ec334e0ce562290775b/1000x1000-000000-80-0-0.jpg"
"SOS","Avicii/Aloe Blacc","TIM","https://music.youtube.com/search?q=Avicii%2FAloe%20Blacc%20SOS","https://cdn-images.dzcdn.net/images/cover/4587f72f5f04f20b033140d578f3758f/1000x1000-000000-80-0-0.jpg"
"Wake Me Up","Avicii/Aloe Blacc","Lift Your Spirit","https://music.youtube.com/search?q=Avicii%2FAloe%20Blacc%20Wake%20Me%20Up","https://cdn-images.dzcdn.net/images/cover/87777b6cc6e2cae9e660574e525b7650/1000x1000-000000-80-0-0.jpg"
"Waiting for Love","Avicii/Martin Garrix/Simon Aldred","Waiting for Love - Single","https://music.youtube.com/search?q=Avicii%2FMartin%20Garrix%2FSimon%20Aldred%20Waiting%20for%20Love",""
"Lonely Together","Avicii/Rita Ora","AVĪCI (01)","https://music.youtube.com/search?q=Avicii%2FRita%20Ora%20Lonely%20Together","https://cdn-images.dzcdn.net/images/cover/8fa73ee0a709c115d3f2f46e9fe09010/1000x1000-000000-80-0-0.jpg"
"The Days","Avicii/Robbie Williams","The Days / Nights (EP)","https://music.youtube.com/search?q=Avicii%2FRobbie%20Williams%20The%20Days","https://cdn-images.dzcdn.net/images/cover/6e58a99f59a150e9b4aefbeb2d6fc856/1000x1000-000000-80-0-0.jpg"
"Without You","Avicii/Sandro Cavazza","AVĪCI (01)","https://music.youtube.com/search?q=Avicii%2FSandro%20Cavazza%20Without%20You","https://cdn-images.dzcdn.net/images/cover/8fa73ee0a709c115d3f2f46e9fe09010/1000x1000-000000-80-0-0.jpg"
"17","Avril Lavigne","Avril Lavigne","https://music.youtube.com/search?q=Avril%20Lavigne%2017","https://cdn-images.dzcdn.net/images/cover/fbf7db070409e881a1580ee7dcd37a79/1000x1000-000000-80-0-0.jpg"
"Girlfriend","Avril Lavigne","The Best Damn Thing (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%20Girlfriend","https://cdn-images.dzcdn.net/images/cover/00a46b9642435935f18df29c937eb0e2/1000x1000-000000-80-0-0.jpg"
"Girlfriend (Explicit Version)","Avril Lavigne","Superventas 07","https://music.youtube.com/search?q=Avril%20Lavigne%20Girlfriend%20%28Explicit%20Version%29","https://cdn-images.dzcdn.net/images/cover/00a46b9642435935f18df29c937eb0e2/1000x1000-000000-80-0-0.jpg"
"Head Above Water","Avril Lavigne","Greatest Hits","https://music.youtube.com/search?q=Avril%20Lavigne%20Head%20Above%20Water","https://cdn-images.dzcdn.net/images/cover/dd29aa20e70ea0f1b62cb4ce602e303f/1000x1000-000000-80-0-0.jpg"
"Here's To Never Growing Up","Avril Lavigne","The Collection - China Special Edition","https://music.youtube.com/search?q=Avril%20Lavigne%20Here%27s%20To%20Never%20Growing%20Up","https://cdn-images.dzcdn.net/images/cover/fbf7db070409e881a1580ee7dcd37a79/1000x1000-000000-80-0-0.jpg"
"Innocence","Avril Lavigne","The Best Damn Thing (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%20Innocence","https://cdn-images.dzcdn.net/images/cover/3e150c4bd64c9a0f2e2ccfa97dbe0936/1000x1000-000000-80-0-0.jpg"
"Rock N Roll","Avril Lavigne","Avril Lavigne","https://music.youtube.com/search?q=Avril%20Lavigne%20Rock%20N%20Roll","https://cdn-images.dzcdn.net/images/cover/fbf7db070409e881a1580ee7dcd37a79/1000x1000-000000-80-0-0.jpg"
"Sk8er Boi","Avril Lavigne","Let Go","https://music.youtube.com/search?q=Avril%20Lavigne%20Sk8er%20Boi","https://cdn-images.dzcdn.net/images/cover/1130d6301d5e87976279ea2f706fcc26/1000x1000-000000-80-0-0.jpg"
"Smile","Avril Lavigne","Goodbye Lullaby (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%20Smile","https://cdn-images.dzcdn.net/images/cover/4d966d12d78edb57e435a9b811150b5c/1000x1000-000000-80-0-0.jpg"
"What The Hell","Avril Lavigne","Goodbye Lullaby (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%20What%20The%20Hell","https://cdn-images.dzcdn.net/images/cover/4d966d12d78edb57e435a9b811150b5c/1000x1000-000000-80-0-0.jpg"
"When You're Gone","Avril Lavigne","The Best Damn Thing (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%20When%20You%27re%20Gone","https://cdn-images.dzcdn.net/images/cover/3e150c4bd64c9a0f2e2ccfa97dbe0936/1000x1000-000000-80-0-0.jpg"
"Wish You Were Here","Avril Lavigne","Goodbye Lullaby (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%20Wish%20You%20Were%20Here","https://cdn-images.dzcdn.net/images/cover/4d966d12d78edb57e435a9b811150b5c/1000x1000-000000-80-0-0.jpg"
"Let Me Go","Avril Lavigne/Chad Kroeger","Avril Lavigne (Expanded Edition)","https://music.youtube.com/search?q=Avril%20Lavigne%2FChad%20Kroeger%20Let%20Me%20Go","https://cdn-images.dzcdn.net/images/cover/fbf7db070409e881a1580ee7dcd37a79/1000x1000-000000-80-0-0.jpg"
"Dumb Blonde (feat. Nicki Minaj)","Avril Lavigne/Nicki Minaj","Head Above Water","https://music.youtube.com/search?q=Avril%20Lavigne%2FNicki%20Minaj%20Dumb%20Blonde%20%28feat.%20Nicki%20Minaj%29","https://cdn-images.dzcdn.net/images/cover/dd29aa20e70ea0f1b62cb4ce602e303f/1000x1000-000000-80-0-0.jpg"
"Miracles","Axel Johansson/Tina Stachowiak","Miracles (feat. Tina Stachowiak)","https://music.youtube.com/search?q=Axel%20Johansson%2FTina%20Stachowiak%20Miracles","https://cdn-images.dzcdn.net/images/cover/91dec6672a0e131ed5cb04f0ceb05a94/1000x1000-000000-80-0-0.jpg"
"Trip","Axero","Trip","https://music.youtube.com/search?q=Axero%20Trip","https://cdn-images.dzcdn.net/images/cover/620159d85ecf58a530f9ef932d2a3f67/1000x1000-000000-80-0-0.jpg"
"Nothing On You","B.o.B/Bruno Mars","May 25th","https://music.youtube.com/search?q=B.o.B%2FBruno%20Mars%20Nothing%20On%20You","https://cdn-images.dzcdn.net/images/cover/fa7df5ad2466a0d8b837188407457666/1000x1000-000000-80-0-0.jpg"
"Both of Us (feat. Taylor Swift)","B.o.B/Taylor Swift","Strange Clouds","https://music.youtube.com/search?q=B.o.B%2FTaylor%20Swift%20Both%20of%20Us%20%28feat.%20Taylor%20Swift%29","https://cdn-images.dzcdn.net/images/cover/32e50032afeddaedb645363434f238bc/1000x1000-000000-80-0-0.jpg"
"Harlem Shake","Baauer","NRJ Hit Music Only! 2013","https://music.youtube.com/search?q=Baauer%20Harlem%20Shake","https://cdn-images.dzcdn.net/images/cover/da184c5dfab5f929d97453203493e725/1000x1000-000000-80-0-0.jpg"
"All I Have to Give","Backstreet Boys","Best of '98","https://music.youtube.com/search?q=Backstreet%20Boys%20All%20I%20Have%20to%20Give","https://cdn-images.dzcdn.net/images/cover/52f58f75fc623f6202d1825cc0081dcd/1000x1000-000000-80-0-0.jpg"
"As Long as You Love Me","Backstreet Boys","Chris Sheppard Presents Groove Station 4","https://music.youtube.com/search?q=Backstreet%20Boys%20As%20Long%20as%20You%20Love%20Me","https://cdn-images.dzcdn.net/images/cover/4f5bf0b5232ddc0f8453c3014c83a592/1000x1000-000000-80-0-0.jpg"
"Don't Go Breaking My Heart","Backstreet Boys","Don't Go Breaking My Heart","https://music.youtube.com/search?q=Backstreet%20Boys%20Don%27t%20Go%20Breaking%20My%20Heart","https://cdn-images.dzcdn.net/images/cover/25a7a2c94e28f8801feb4cc1b2a9c6be/1000x1000-000000-80-0-0.jpg"
"Everybody (Backstreet's Back)","Backstreet Boys","538 Dance Smash Mix ’97","https://music.youtube.com/search?q=Backstreet%20Boys%20Everybody%20%28Backstreet%27s%20Back%29","https://cdn-images.dzcdn.net/images/cover/4f5bf0b5232ddc0f8453c3014c83a592/1000x1000-000000-80-0-0.jpg"
"I Want It That Way","Backstreet Boys","Millennium","https://music.youtube.com/search?q=Backstreet%20Boys%20I%20Want%20It%20That%20Way","https://cdn-images.dzcdn.net/images/cover/d61eaad8f321ea876a5f5c7219aae892/1000x1000-000000-80-0-0.jpg"
"I Want It That Way (Reimagined)","Backstreet Boys","I Want It That Way (Reimagined)","https://music.youtube.com/search?q=Backstreet%20Boys%20I%20Want%20It%20That%20Way%20%28Reimagined%29","https://cdn-images.dzcdn.net/images/cover/f19a94076ef0fc8d8409839e391d45de/1000x1000-000000-80-0-0.jpg"
"In a World Like This","Backstreet Boys","In a World Like This","https://music.youtube.com/search?q=Backstreet%20Boys%20In%20a%20World%20Like%20This","https://cdn-images.dzcdn.net/images/cover/f5cfbcb6838195aa6fc541f22f0949d6/1000x1000-000000-80-0-0.jpg"
"Incomplete","Backstreet Boys","Never Gone","https://music.youtube.com/search?q=Backstreet%20Boys%20Incomplete","https://cdn-images.dzcdn.net/images/cover/f99ce86c1538a8f5b7cda9ab0f5f094c/1000x1000-000000-80-0-0.jpg"
"Inconsolable","Backstreet Boys","Unbreakable","https://music.youtube.com/search?q=Backstreet%20Boys%20Inconsolable","https://cdn-images.dzcdn.net/images/cover/b2abb6ec7104f1b669fa1bf0eba28636/1000x1000-000000-80-0-0.jpg"
"Quit Playing Games (With My Heart)","Backstreet Boys","Backstreet Boys","https://music.youtube.com/search?q=Backstreet%20Boys%20Quit%20Playing%20Games%20%28With%20My%20Heart%29","https://cdn-images.dzcdn.net/images/cover/4b5aee6dcf462365a328d9dd8c97bd4b/1000x1000-000000-80-0-0.jpg"
"Shape of My Heart","Backstreet Boys","Black & Blue","https://music.youtube.com/search?q=Backstreet%20Boys%20Shape%20of%20My%20Heart","https://cdn-images.dzcdn.net/images/cover/63a5523dbf5e1cdc67ad13cab3744f87/1000x1000-000000-80-0-0.jpg"
"Show Me the Meaning of Being Lonely","Backstreet Boys","Millennium","https://music.youtube.com/search?q=Backstreet%20Boys%20Show%20Me%20the%20Meaning%20of%20Being%20Lonely","https://cdn-images.dzcdn.net/images/cover/d61eaad8f321ea876a5f5c7219aae892/1000x1000-000000-80-0-0.jpg"
"The One","Backstreet Boys","Millennium","https://music.youtube.com/search?q=Backstreet%20Boys%20The%20One","https://cdn-images.dzcdn.net/images/cover/d61eaad8f321ea876a5f5c7219aae892/1000x1000-000000-80-0-0.jpg"
"Hermetico","Balkan Beat Box","Nu Med","https://music.youtube.com/search?q=Balkan%20Beat%20Box%20Hermetico","https://cdn-images.dzcdn.net/images/cover/295bfce4fe0c311ecaf3baf9b89c07f7/1000x1000-000000-80-0-0.jpg"
"Ba Yonga Wamba","Banaroo","Fetenkult: Strandparty 2007","https://music.youtube.com/search?q=Banaroo%20Ba%20Yonga%20Wamba","https://cdn-images.dzcdn.net/images/cover/c5647fbf6f81689c7ff58338b867d4f5/1000x1000-000000-80-0-0.jpg"
"Hello Stranger","Barbara Lewis","This Is Soul: A Collection of Soul Smashes","https://music.youtube.com/search?q=Barbara%20Lewis%20Hello%20Stranger","https://cdn-images.dzcdn.net/images/cover/3bf8238adb66bd39a553fc9bca4f5550/1000x1000-000000-80-0-0.jpg"
"Intro (feat. Rook1e)","barnes blvd.","Last Summer","https://music.youtube.com/search?q=barnes%20blvd.%20Intro%20%28feat.%20Rook1e%29","https://cdn-images.dzcdn.net/images/cover/eb0592f4f0b2f96dd53ca111d5638e87/1000x1000-000000-80-0-0.jpg"
"Sleepy Story.","barnes blvd.","last summer","https://music.youtube.com/search?q=barnes%20blvd.%20Sleepy%20Story.","https://cdn-images.dzcdn.net/images/cover/842ef0e6dbd48f7d4f543dd6951c9cab/1000x1000-000000-80-0-0.jpg"
"Never, Never Gonna Give Ya Up","Barry White","Ferry Maat's Soulshow: 25th Anniversary Collection - The Seventies Part 1","https://music.youtube.com/search?q=Barry%20White%20Never%2C%20Never%20Gonna%20Give%20Ya%20Up","https://cdn-images.dzcdn.net/images/cover/04006fbbc4dda9cb6990b24a7f0428f8/1000x1000-000000-80-0-0.jpg"
"Pompeii","Bastille","Pompeii - EP","https://music.youtube.com/search?q=Bastille%20Pompeii","https://cdn-images.dzcdn.net/images/cover/2d5984bac3f7865ea5a92a30221d5386/1000x1000-000000-80-0-0.jpg"
"Star","Bazzi","COSMIC","https://music.youtube.com/search?q=Bazzi%20Star","https://cdn-images.dzcdn.net/images/cover/cf5c60f82ef719b2e684a1ffcd716e1f/1000x1000-000000-80-0-0.jpg"
"u mad!","bbno$","eat ya veggies","https://music.youtube.com/search?q=bbno%24%20u%20mad%21","https://cdn-images.dzcdn.net/images/cover/9bb66886eb4c6117faef1db23c5033fb/1000x1000-000000-80-0-0.jpg"
"Siempre Me Quedará","Bebe","Cadena Dial: Lo mejor de nuestra música","https://music.youtube.com/search?q=Bebe%20Siempre%20Me%20Quedar%C3%A1","https://cdn-images.dzcdn.net/images/cover/6c1177d5b1b24bc12ef12e4ca78008e3/1000x1000-000000-80-0-0.jpg"
"I Got You","Bebe Rexha","Dance Hits 2017","https://music.youtube.com/search?q=Bebe%20Rexha%20I%20Got%20You","https://cdn-images.dzcdn.net/images/cover/474ffec0bcf7da04f28cdaf4cde94166/1000x1000-000000-80-0-0.jpg"
"I'm a Mess","Bebe Rexha","Expectations","https://music.youtube.com/search?q=Bebe%20Rexha%20I%27m%20a%20Mess","https://cdn-images.dzcdn.net/images/cover/93df12633104eb53d68c82981d150270/1000x1000-000000-80-0-0.jpg"
"Last Hurrah","Bebe Rexha","MNM Big Hits 2019, Vol. 3","https://music.youtube.com/search?q=Bebe%20Rexha%20Last%20Hurrah","https://cdn-images.dzcdn.net/images/cover/0a05221ec2c72463ac89367730c15506/1000x1000-000000-80-0-0.jpg"
"Baby, I'm Jealous (feat. Doja Cat)","Bebe Rexha/Doja Cat","Baby, I'm Jealous (feat. Doja Cat)","https://music.youtube.com/search?q=Bebe%20Rexha%2FDoja%20Cat%20Baby%2C%20I%27m%20Jealous%20%28feat.%20Doja%20Cat%29","https://cdn-images.dzcdn.net/images/cover/8b48160f460655b410645a818dc20db5/1000x1000-000000-80-0-0.jpg"
"Meant to Be","Bebe Rexha/Florida Georgia Line","All Your Fault: Pt. 2","https://music.youtube.com/search?q=Bebe%20Rexha%2FFlorida%20Georgia%20Line%20Meant%20to%20Be","https://cdn-images.dzcdn.net/images/cover/59dcfa2c976feb3684a78437d02e77a4/1000x1000-000000-80-0-0.jpg"
"How Deep Is Your Love","Bee Gees","The Ultimate Bee Gees","https://music.youtube.com/search?q=Bee%20Gees%20How%20Deep%20Is%20Your%20Love","https://cdn-images.dzcdn.net/images/cover/abf272cffad9fb2b1552421ac6fac9c2/1000x1000-000000-80-0-0.jpg"
"三線の花","BEGIN","BEGIN ガジュマルベスト","https://music.youtube.com/search?q=BEGIN%20%E4%B8%89%E7%B7%9A%E3%81%AE%E8%8A%B1","https://cdn-images.dzcdn.net/images/cover/7ec490ab2100c3b04482c04272878b84/1000x1000-000000-80-0-0.jpg"
"Heaven Is A Place On Earth","Belinda Carlisle","Now the Music","https://music.youtube.com/search?q=Belinda%20Carlisle%20Heaven%20Is%20A%20Place%20On%20Earth","https://cdn-images.dzcdn.net/images/cover/eeef1d3f56781dec5c851b1bbe649551/1000x1000-000000-80-0-0.jpg"
"Beautiful","Ben Rector","The Walking in Between","https://music.youtube.com/search?q=Ben%20Rector%20Beautiful","https://cdn-images.dzcdn.net/images/cover/9eaf1098d5caf9cb802384b53dac7750/1000x1000-000000-80-0-0.jpg"
"Winter Weather","Benny Goodman","Giants of Jazz","https://music.youtube.com/search?q=Benny%20Goodman%20Winter%20Weather","https://cdn-images.dzcdn.net/images/cover/e02b6174ff7ccddd457e2b2ad889fd1f/1000x1000-000000-80-0-0.jpg"
"Halo","Beyoncé","I Am... Sasha Fierce","https://music.youtube.com/search?q=Beyonc%C3%A9%20Halo","https://cdn-images.dzcdn.net/images/cover/7cf0bdc409e7a7898c745bf0244df312/1000x1000-000000-80-0-0.jpg"
"If I Were a Boy","Beyoncé","I Am... Sasha Fierce","https://music.youtube.com/search?q=Beyonc%C3%A9%20If%20I%20Were%20a%20Boy","https://cdn-images.dzcdn.net/images/cover/2a5cc391d209d80a3e3146772c41665c/1000x1000-000000-80-0-0.jpg"
"If I Were A Boy (Main)","Beyoncé","If I Were A Boy (Main) - Single","https://music.youtube.com/search?q=Beyonc%C3%A9%20If%20I%20Were%20A%20Boy%20%28Main%29",""
"Listen","Beyoncé","Hot Hits & Cool Tracks 2","https://music.youtube.com/search?q=Beyonc%C3%A9%20Listen","https://cdn-images.dzcdn.net/images/cover/a3afedf4800754b8c87eda2bf5cbd06b/1000x1000-000000-80-0-0.jpg"
"Sweet Dreams","Beyoncé","I Am... Sasha Fierce","https://music.youtube.com/search?q=Beyonc%C3%A9%20Sweet%20Dreams","https://cdn-images.dzcdn.net/images/cover/e6dc031cdfe7a314af2d48d7f8208e65/1000x1000-000000-80-0-0.jpg"
"海阔天空","Beyond","華納超極品音色系列：Beyond","https://music.youtube.com/search?q=Beyond%20%E6%B5%B7%E9%98%94%E5%A4%A9%E7%A9%BA",""
"真的爱你","Beyond","Beyond音樂大全101","https://music.youtube.com/search?q=Beyond%20%E7%9C%9F%E7%9A%84%E7%88%B1%E4%BD%A0",""
"Bounce Back","Big Sean","I Decided.","https://music.youtube.com/search?q=Big%20Sean%20Bounce%20Back","https://cdn-images.dzcdn.net/images/cover/25f03aa47b78ea53d70c615d4c213f80/1000x1000-000000-80-0-0.jpg"
"Beware","Big Sean/Lil Wayne/Jhené Aiko","Hall Of Fame (Deluxe)","https://music.youtube.com/search?q=Big%20Sean%2FLil%20Wayne%2FJhen%C3%A9%20Aiko%20Beware","https://cdn-images.dzcdn.net/images/cover/10faf67e30d54c60e4293fbfe6a6ff25/1000x1000-000000-80-0-0.jpg"
"bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","https://music.youtube.com/search?q=Billie%20Eilish%20bad%20guy","https://cdn-images.dzcdn.net/images/cover/6630083f454d48eadb6a9b53f035d734/1000x1000-000000-80-0-0.jpg"
"idontwannabeyouanymore","Billie Eilish","Live at Third Man Records","https://music.youtube.com/search?q=Billie%20Eilish%20idontwannabeyouanymore","https://cdn-images.dzcdn.net/images/cover/c6e5ffd676146c447a4a81819c5d29ae/1000x1000-000000-80-0-0.jpg"
"Ocean Eyes","Billie Eilish","dont smile at me (Expanded Edition)","https://music.youtube.com/search?q=Billie%20Eilish%20Ocean%20Eyes","https://cdn-images.dzcdn.net/images/cover/d85200712419ae036b277deffeea5181/1000x1000-000000-80-0-0.jpg"
"Six Feet Under","Billie Eilish","Deep Songwriters","https://music.youtube.com/search?q=Billie%20Eilish%20Six%20Feet%20Under","https://cdn-images.dzcdn.net/images/cover/7ebaaa20955a7584a2a7181127edd522/1000x1000-000000-80-0-0.jpg"
"wish you were gay","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","https://music.youtube.com/search?q=Billie%20Eilish%20wish%20you%20were%20gay","https://cdn-images.dzcdn.net/images/cover/6630083f454d48eadb6a9b53f035d734/1000x1000-000000-80-0-0.jpg"
"lovely","Billie Eilish/Khalid","ドント・スマイル・アット・ミー","https://music.youtube.com/search?q=Billie%20Eilish%2FKhalid%20lovely","https://cdn-images.dzcdn.net/images/cover/910033ba5cd64291a921061c8e8ba85a/1000x1000-000000-80-0-0.jpg"
"Bellyache (Marian Hill Remix)","Billie Eilish/Marian Hill","Bellyache (Marian Hill Remix)","https://music.youtube.com/search?q=Billie%20Eilish%2FMarian%20Hill%20Bellyache%20%28Marian%20Hill%20Remix%29","https://cdn-images.dzcdn.net/images/cover/33c11d17648b826a80cee5501fe9214a/1000x1000-000000-80-0-0.jpg"
"Mele Kalikimaka","Bing Crosby/The Andrews Sisters","Christmas With Bing Crosby","https://music.youtube.com/search?q=Bing%20Crosby%2FThe%20Andrews%20Sisters%20Mele%20Kalikimaka","https://cdn-images.dzcdn.net/images/cover/de31a3054cc72fbc526ade5c5c1ee078/1000x1000-000000-80-0-0.jpg"
